time,length
0.707111520767212,1
0.7438600921630859,2
0.7438340997695922,4
0.7459741115570069,8
0.7588529205322265,16
0.722249083518982,32
0.7553276491165161,64
0.7137547492980957,128
0.7315306186676025,256
0.7088741636276246,512
0.7246215057373047,1024
0.7567968702316284,2048
0.7389602851867676,4096
0.7566939449310303,8192
0.754066014289856,16384
0.7563821220397949,32768
0.838631944656372,65536
0.9635993099212646,131072
1.1980672883987427,262144
1.5784398746490478,524288
