time,length
1.6693298101425171,1
1.9220784902572632,2
1.861762571334839,4
1.8898706436157227,8
2.053800368309021,16
1.7612726211547851,32
1.6027501821517944,64
2.146337103843689,128
1.7079758644104004,256
2.113359236717224,512
1.9758831024169923,1024
1.7110345840454102,2048
2.178402042388916,4096
1.6795052528381347,8192
1.631661581993103,16384
2.035133481025696,32768
2.102595591545105,65536
2.081311511993408,131072
2.4489650249481203,262144
3.318544840812683,524288
