time,length
1.8792856931686401,1
1.6771916389465331,2
2.2543339490890504,4
2.0294286489486693,8
1.816350555419922,16
1.6002100944519042,32
2.0480279207229612,64
1.7920775413513184,128
1.994825506210327,256
1.7866326570510864,512
1.8729950666427613,1024
2.0746061325073244,2048
1.8738816976547241,4096
2.1761111497879027,8192
1.913050365447998,16384
1.5893324851989745,32768
2.05016713142395,65536
2.281236672401428,131072
2.9876952886581423,262144
3.818856978416443,524288
